geometry,long_,issue_date,vehicle_ma,badge_numb,street_nam,objectid,issue_full,plate_type,route,license_st,comment_,vehicle_co,ticket_loc,lat,issue_time,violation_,violation1,vehicle_st,street_num,issue_agen,fine_amt
POINT (-71.0662 42.3505),-71.0662,2015-02-27T00:00:00.000Z,HOND,139,WARRENTON ST,9372,2015-02-27T20:42:00.000Z,PA,E01,MA,,8,90 WARRENTON ST,42.3505,1899-12-30T15:42:00.000Z,92,METER FEE UNPAID,4D,90,1,25
POINT (-71.0557 42.3569),-71.0557,2015-02-25T00:00:00.000Z,MAZD,270,PEARL ST,14771,2015-02-25T15:52:00.000Z,PA,A13,MA,,8,PEARL ST / MILK ST,42.3569,1899-12-30T10:52:00.000Z,92,METER FEE UNPAID,4D,0,1,25
POINT (-71.0617 42.3621),-71.0617,2015-02-26T00:00:00.000Z,FORD,262,NEW CHARDON ST,4086,2015-02-26T13:58:00.000Z,CO,A05,MA,NO STOPPING - RESTRICTIONS,2,25 NEW CHARDON ST,42.3621,1899-12-30T08:58:00.000Z,14,NO STOP OR STAND,VN,25,1,75
POINT (-71.0735 42.3473),-71.0735,2015-02-26T00:00:00.000Z,DODG,128,CLARENDON ST,10600,2015-02-26T14:54:00.000Z,,B13,NH,,1,CLARENDON ST / COLUMBUS AVE,42.3473,1899-12-30T09:54:00.000Z,92,METER FEE UNPAID,VN,0,1,25
POINT (-71.0762 42.3515),-71.0762,2015-02-28T00:00:00.000Z,TOYT,273,NEWBURY ST,1006,2015-02-28T19:22:00.000Z,,B04,FL,,2,115 NEWBURY ST,42.3515,1899-12-30T14:22:00.000Z,38,LOADING ZONE,4D,115,1,55
POINT (-71.121 42.3529),-71.121,2015-02-26T00:00:00.000Z,TOYT,359,GARDNER ST,11562,2015-02-26T23:19:00.000Z,PA,F04,MA,,1,GARDNER ST / BABCOCK ST,42.3529,1899-12-30T18:19:00.000Z,63,RESIDENT PARK ONLY,4D,0,1,40
POINT (-71.0672 42.3617),-71.0672,2015-02-24T00:00:00.000Z,FORD,114,BLOSSOM ST,2390,2015-02-24T15:55:00.000Z,PA,A05,MA,OTHER,8,16 BLOSSOM ST,42.3617,1899-12-30T10:55:00.000Z,99,OVER METER LIMIT,4D,16,1,25
POINT (-71.0673 42.363),-71.0673,2015-02-24T00:00:00.000Z,CHEV,114,BLOSSOM ST,6865,2015-02-24T18:55:00.000Z,CO,A05,MA,,7,50 BLOSSOM ST,42.363,1899-12-30T13:55:00.000Z,99,OVER METER LIMIT,VN,50,1,25
POINT (-71.0557 42.3569),-71.0557,2015-02-27T00:00:00.000Z,SUBA,270,PEARL ST,14772,2015-02-27T15:51:00.000Z,PA,A13,MA,,8,PEARL ST / MILK ST,42.3569,1899-12-30T10:51:00.000Z,99,OVER METER LIMIT,4D,0,1,25
POINT (-71.0662 42.3505),-71.0662,2015-02-27T00:00:00.000Z,SUBA,139,WARRENTON ST,9373,2015-02-27T20:43:00.000Z,,E01,NY,,2,90 WARRENTON ST,42.3505,1899-12-30T15:43:00.000Z,92,METER FEE UNPAID,4D,90,1,25
POINT (-71.0762 42.3515),-71.0762,2015-02-25T00:00:00.000Z,TOYT,213,NEWBURY ST,1007,2015-02-25T17:43:00.000Z,PA,B03,MA,,1,115 NEWBURY ST,42.3515,1899-12-30T12:43:00.000Z,38,LOADING ZONE,4D,115,1,55
POINT (-71.0735 42.3473),-71.0735,2015-02-28T00:00:00.000Z,DODG,250,CLARENDON ST,10601,2015-02-28T14:48:00.000Z,,B13,NH,,1,CLARENDON ST / COLUMBUS AVE,42.3473,1899-12-30T09:48:00.000Z,92,METER FEE UNPAID,VN,0,1,25
POINT (-71.121 42.3529),-71.121,2015-02-26T00:00:00.000Z,TOYT,217,GARDNER ST,11563,2015-02-26T21:57:00.000Z,PA,F01,MA,,3,GARDNER ST / BABCOCK ST,42.3529,1899-12-30T16:57:00.000Z,92,METER FEE UNPAID,4D,0,1,25
POINT (-71.0673 42.363),-71.0673,2015-02-26T00:00:00.000Z,TOYT,114,BLOSSOM ST,6866,2015-02-26T15:55:00.000Z,PA,A06,MA,,8,50 BLOSSOM ST,42.363,1899-12-30T10:55:00.000Z,99,OVER METER LIMIT,4D,50,1,25
POINT (-71.0617 42.3621),-71.0617,2015-02-25T00:00:00.000Z,NISS,262,NEW CHARDON ST,4087,2015-02-25T14:22:00.000Z,PA,A05,MA,NO STOPPING - RESTRICTIONS,8,25 NEW CHARDON ST,42.3621,1899-12-30T09:22:00.000Z,14,NO STOP OR STAND,4D,25,1,75
POINT (-71.0557 42.3569),-71.0557,2015-02-24T00:00:00.000Z,TOYT,270,PEARL ST,14773,2015-02-24T19:18:00.000Z,PA,A13,MA,,8,PEARL ST / MILK ST,42.3569,1899-12-30T14:18:00.000Z,99,OVER METER LIMIT,VN,0,1,25
POINT (-71.0672 42.3617),-71.0672,2015-02-27T00:00:00.000Z,CHEV,114,BLOSSOM ST,2391,2015-02-27T18:52:00.000Z,CO,A06,MA,,7,16 BLOSSOM ST,42.3617,1899-12-30T13:52:00.000Z,38,LOADING ZONE,VN,16,1,55
POINT (-71.0662 42.3505),-71.0662,2015-02-27T00:00:00.000Z,TOYT,139,WARRENTON ST,9374,2015-02-27T22:41:00.000Z,PA,E01,MA,,8,90 WARRENTON ST,42.3505,1899-12-30T17:41:00.000Z,92,METER FEE UNPAID,4D,90,1,25
POINT (-71.0762 42.3515),-71.0762,2015-02-26T00:00:00.000Z,CHEV,213,NEWBURY ST,1008,2015-02-26T18:17:00.000Z,CO,B03,MA,,2,115 NEWBURY ST,42.3515,1899-12-30T13:17:00.000Z,38,LOADING ZONE,TK,115,1,55
POINT (-71.0631 42.3801),-71.0631,2015-02-25T00:00:00.000Z,CHEV,270,PEARL ST,14774,2015-02-25T15:50:00.000Z,CO,A13,MA,,2,PEARL ST / PEARL ST,42.3801,1899-12-30T10:50:00.000Z,92,METER FEE UNPAID,VN,0,1,25
POINT (-71.0672 42.3617),-71.0672,2015-02-27T00:00:00.000Z,FORD,114,BLOSSOM ST,2392,2015-02-27T18:48:00.000Z,CO,A06,MA,,7,16 BLOSSOM ST,42.3617,1899-12-30T13:48:00.000Z,99,OVER METER LIMIT,VN,16,1,25
POINT (-71.0735 42.3473),-71.0735,2015-02-23T00:00:00.000Z,FORD,181,CLARENDON ST,10602,2015-02-23T16:56:00.000Z,PA,B12,MA,,6,CLARENDON ST / COLUMBUS AVE,42.3473,1899-12-30T11:56:00.000Z,92,METER FEE UNPAID,PU,0,1,25
POINT (-71.1118 42.3319),-71.1118,2015-02-26T00:00:00.000Z,TOYT,163,HUNTINGTON AVE,9380,2015-02-26T13:26:00.000Z,PA,SA,MA,SNOW REMOVAL. NO STOPPING - ANYTIME,6,900 HUNTINGTON AVE,42.3319,1899-12-30T08:26:00.000Z,14,NO STOP OR STAND,4D,900,1,75
POINT (-71.121 42.3529),-71.121,2015-02-24T00:00:00.000Z,HOND,159,GARDNER ST,11564,2015-02-24T19:13:00.000Z,PA,F03,MA,,4,GARDNER ST / BABCOCK ST,42.3529,1899-12-30T14:13:00.000Z,92,METER FEE UNPAID,4D,0,1,25
POINT (-71.0673 42.363),-71.0673,2015-02-24T00:00:00.000Z,FORD,114,BLOSSOM ST,6867,2015-02-24T18:54:00.000Z,PA,A05,MA,,8,50 BLOSSOM ST,42.363,1899-12-30T13:54:00.000Z,92,METER FEE UNPAID,4D,50,1,25
POINT (-71.0617 42.3621),-71.0617,2015-02-27T00:00:00.000Z,SCI,262,NEW CHARDON ST,4088,2015-02-27T15:45:00.000Z,PA,A05,MA,,8,25 NEW CHARDON ST,42.3621,1899-12-30T10:45:00.000Z,38,LOADING ZONE,4D,25,1,55
POINT (-71.0762 42.3515),-71.0762,2015-02-28T00:00:00.000Z,JEEP,273,NEWBURY ST,1009,2015-02-28T19:21:00.000Z,PA,B04,MA,,8,115 NEWBURY ST,42.3515,1899-12-30T14:21:00.000Z,38,LOADING ZONE,4D,115,1,55
POINT (-71.0716 42.3416),-71.0716,2015-02-27T00:00:00.000Z,TOYT,271,PELHAM ST,14776,2015-02-28T02:13:00.000Z,PA,E05,MA,,8,PELHAM ST / SHAWMUT AVE,42.3416,1899-12-30T21:13:00.000Z,315,LESS 10FT FIRELANE,4D,0,1,100
POINT (-71.0673 42.363),-71.0673,2015-02-23T00:00:00.000Z,FORD,114,BLOSSOM ST,6868,2015-02-23T13:43:00.000Z,CO,A06,MA,,7,50 BLOSSOM ST,42.363,1899-12-30T08:43:00.000Z,92,METER FEE UNPAID,VN,50,1,25
POINT (-71.0843 42.3485),-71.0843,2015-02-28T00:00:00.000Z,MERZ,259,BOYLSTON ST,9382,2015-02-28T21:48:00.000Z,PA,B07,MA,EXP: 10/14,1,907 BOYLSTON ST,42.3485,1899-12-30T16:48:00.000Z,322,EXPIRED/NO PLATE,4D,907,1,40
POINT (-71.121 42.3529),-71.121,2015-02-26T00:00:00.000Z,HOND,278,GARDNER ST,11565,2015-02-27T02:27:00.000Z,,C02,NE,,3,GARDNER ST / BABCOCK ST,42.3529,1899-12-30T21:27:00.000Z,63,RESIDENT PARK ONLY,4D,0,1,40
POINT (-71.0617 42.3621),-71.0617,2015-02-27T00:00:00.000Z,BMW,262,NEW CHARDON ST,4089,2015-02-27T19:29:00.000Z,PA,A05,MA,EXP: NONE,1,25 NEW CHARDON ST,42.3621,1899-12-30T14:29:00.000Z,323,EXPIRED INSPECTION,4D,25,1,40
POINT (-71.076 42.3523),-71.076,2015-02-23T00:00:00.000Z,SUBA,227,CLARENDON ST,10603,2015-02-23T21:56:00.000Z,PA,B01,MA,,2,CLARENDON ST / COMMONWEALTH AVE,42.3523,1899-12-30T16:56:00.000Z,92,METER FEE UNPAID,4D,0,1,25
POINT (-71.0672 42.3617),-71.0672,2015-02-27T00:00:00.000Z,FORD,114,BLOSSOM ST,2393,2015-02-27T13:51:00.000Z,CO,A06,MA,,7,16 BLOSSOM ST,42.3617,1899-12-30T08:51:00.000Z,92,METER FEE UNPAID,VN,16,1,25
POINT (-71.0762 42.3515),-71.0762,2015-02-26T00:00:00.000Z,BMW,213,NEWBURY ST,1010,2015-02-26T20:31:00.000Z,PA,B03,MA,,3,115 NEWBURY ST,42.3515,1899-12-30T15:31:00.000Z,38,LOADING ZONE,4D,115,1,55
POINT (-71.0843 42.3485),-71.0843,2015-02-26T00:00:00.000Z,TOYT,130,BOYLSTON ST,9383,2015-02-26T15:37:00.000Z,PA,B07,MA,EXP: 05/14,2,907 BOYLSTON ST,42.3485,1899-12-30T10:37:00.000Z,323,EXPIRED INSPECTION,4D,907,1,40
POINT (-71.121 42.3529),-71.121,2015-02-26T00:00:00.000Z,LEXU,361,GARDNER ST,11566,2015-02-27T02:27:00.000Z,PA,F02,MA,EXP: 01/15,2,GARDNER ST / BABCOCK ST,42.3529,1899-12-30T21:27:00.000Z,323,EXPIRED INSPECTION,4D,0,1,40
POINT (-71.0673 42.363),-71.0673,2015-02-24T00:00:00.000Z,FORD,299,BLOSSOM ST,6869,2015-02-24T23:56:00.000Z,PA,A05,MA,,8,50 BLOSSOM ST,42.363,1899-12-30T18:56:00.000Z,92,METER FEE UNPAID,4D,50,1,25
POINT (-71.1056 42.3324),-71.1056,2015-02-27T00:00:00.000Z,TOYT,349,PEQUOT ST,14777,2015-02-27T20:03:00.000Z,PA,D04,MA,,1,PEQUOT ST / CALUMET ST,42.3324,1899-12-30T15:03:00.000Z,329,OVER POST LIM-ZONE B,4D,0,1,25
POINT (-71.0617 42.3621),-71.0617,2015-02-26T00:00:00.000Z,JEEP,114,NEW CHARDON ST,4090,2015-02-26T14:27:00.000Z,PA,A06,MA,NO STOPPING - RESTRICTIONS,2,25 NEW CHARDON ST,42.3621,1899-12-30T09:27:00.000Z,14,NO STOP OR STAND,4D,25,1,75
POINT (-71.076 42.3523),-71.076,2015-02-23T00:00:00.000Z,HOND,227,CLARENDON ST,10604,2015-02-23T21:54:00.000Z,PA,B01,MA,VERIFIED AS PAID IN ZONE 508 @ 02/23/2015 04:55:44 PM VIA PASSPORT PARKING,8,CLARENDON ST / COMMONWEALTH AVE,42.3523,1899-12-30T16:54:00.000Z,92,METER FEE UNPAID,4D,0,1,25
POINT (-71.0762 42.3515),-71.0762,2015-02-25T00:00:00.000Z,LEXU,168,NEWBURY ST,1011,2015-02-25T17:42:00.000Z,PA,B01,MA,,1,115 NEWBURY ST,42.3515,1899-12-30T12:42:00.000Z,38,LOADING ZONE,4D,115,1,55
POINT (-71.0672 42.3617),-71.0672,2015-02-26T00:00:00.000Z,FORD,114,BLOSSOM ST,2394,2015-02-26T13:55:00.000Z,CO,A06,MA,,7,16 BLOSSOM ST,42.3617,1899-12-30T08:55:00.000Z,92,METER FEE UNPAID,VN,16,1,25
POINT (-71.0617 42.3621),-71.0617,2015-02-26T00:00:00.000Z,HOND,262,NEW CHARDON ST,4091,2015-02-26T13:56:00.000Z,PA,A05,MA,NO STOPPING - RESTRICTIONS,8,25 NEW CHARDON ST,42.3621,1899-12-30T08:56:00.000Z,14,NO STOP OR STAND,4D,25,1,75
POINT (-71.121 42.3529),-71.121,2015-02-26T00:00:00.000Z,TOYT,375,GARDNER ST,11567,2015-02-27T02:26:00.000Z,PA,C03,MA,,2,GARDNER ST / BABCOCK ST,42.3529,1899-12-30T21:26:00.000Z,63,RESIDENT PARK ONLY,2D,0,1,40
POINT (-71.076 42.3523),-71.076,2015-02-26T00:00:00.000Z,JEEP,243,CLARENDON ST,10605,2015-02-26T14:48:00.000Z,PA,B02,MA,,1,CLARENDON ST / COMMONWEALTH AVE,42.3523,1899-12-30T09:48:00.000Z,92,METER FEE UNPAID,4D,0,1,25
POINT (-71.0762 42.3515),-71.0762,2015-02-28T00:00:00.000Z,HOND,273,NEWBURY ST,1012,2015-02-28T13:35:00.000Z,PA,B04,MA,,4,115 NEWBURY ST,42.3515,1899-12-30T08:35:00.000Z,38,LOADING ZONE,4D,115,1,55
POINT (-71.0699 42.3596),-71.0699,2015-02-27T00:00:00.000Z,FORD,120,REVERE ST,9391,2015-02-27T18:36:00.000Z,CO,A08,MA,,8,91 REVERE ST,42.3596,1899-12-30T13:36:00.000Z,63,RESIDENT PARK ONLY,4D,91,1,40
POINT (-71.1056 42.3324),-71.1056,2015-02-27T00:00:00.000Z,MAZD,349,PEQUOT ST,14778,2015-02-27T20:03:00.000Z,,D04,MO,,1,PEQUOT ST / CALUMET ST,42.3324,1899-12-30T15:03:00.000Z,329,OVER POST LIM-ZONE B,4D,0,1,25
POINT (-71.0672 42.3617),-71.0672,2015-02-27T00:00:00.000Z,FORD,114,BLOSSOM ST,2395,2015-02-27T18:50:00.000Z,CO,A06,MA,,7,16 BLOSSOM ST,42.3617,1899-12-30T13:50:00.000Z,99,OVER METER LIMIT,VN,16,1,25
POINT (-71.076 42.3523),-71.076,2015-02-26T00:00:00.000Z,DODG,243,CLARENDON ST,10606,2015-02-26T14:47:00.000Z,PA,B02,MA,,4,CLARENDON ST / COMMONWEALTH AVE,42.3523,1899-12-30T09:47:00.000Z,92,METER FEE UNPAID,PU,0,1,25
POINT (-71.0673 42.363),-71.0673,2015-02-25T00:00:00.000Z,JEEP,114,BLOSSOM ST,6870,2015-02-25T16:23:00.000Z,PA,A06,MA,,7,50 BLOSSOM ST,42.363,1899-12-30T11:23:00.000Z,99,OVER METER LIMIT,4D,50,1,25
POINT (-71.0762 42.3515),-71.0762,2015-02-28T00:00:00.000Z,TOYT,273,NEWBURY ST,1013,2015-02-28T17:07:00.000Z,,B04,GA,,1,115 NEWBURY ST,42.3515,1899-12-30T12:07:00.000Z,38,LOADING ZONE,2D,115,1,55
POINT (-71.0806 42.3453),-71.0806,2015-02-28T00:00:00.000Z,HOND,272,ST BOTOLPH ST,9392,2015-02-28T15:53:00.000Z,PA,B10,MA,OVER METER LIMIT 2 HOUR LIMIT,2,91 ST BOTOLPH ST,42.3453,1899-12-30T10:53:00.000Z,99,OVER METER LIMIT,4D,91,1,25
POINT (-71.0672 42.3617),-71.0672,2015-02-27T00:00:00.000Z,ROVE,114,BLOSSOM ST,2396,2015-02-27T18:49:00.000Z,PA,A06,MA,,1,16 BLOSSOM ST,42.3617,1899-12-30T13:49:00.000Z,99,OVER METER LIMIT,4D,16,1,25
POINT (-71.0617 42.3621),-71.0617,2015-02-24T00:00:00.000Z,HOND,114,NEW CHARDON ST,4092,2015-02-24T14:25:00.000Z,PA,A05,MA,NO STOPPING - RESTRICTIONS,7,25 NEW CHARDON ST,42.3621,1899-12-30T09:25:00.000Z,14,NO STOP OR STAND,4D,25,1,75
POINT (-71.073 42.3461),-71.073,2015-02-25T00:00:00.000Z,NISS,111,CLARENDON ST,10607,2015-02-25T17:24:00.000Z,PA,E05,MA,NO STOPPING - EMERGENCY VEHICLES ONLY,1,CLARENDON ST / LAWRENCE ST,42.3461,1899-12-30T12:24:00.000Z,14,NO STOP OR STAND,4D,0,1,75
POINT (-71.1056 42.3324),-71.1056,2015-02-24T00:00:00.000Z,DODG,349,PEQUOT ST,14779,2015-02-24T20:47:00.000Z,PA,D04,MA,INVALID PERMIT: JP100210,3,PEQUOT ST / CALUMET ST,42.3324,1899-12-30T15:47:00.000Z,329,OVER POST LIM-ZONE B,PU,0,1,25
POINT (-71.0673 42.363),-71.0673,2015-02-24T00:00:00.000Z,FORD,114,BLOSSOM ST,6871,2015-02-24T15:49:00.000Z,PA,A05,MA,,8,50 BLOSSOM ST,42.363,1899-12-30T10:49:00.000Z,99,OVER METER LIMIT,4D,50,1,25
POINT (-71.121 42.3529),-71.121,2015-02-26T00:00:00.000Z,HYUN,217,GARDNER ST,11568,2015-02-26T21:56:00.000Z,PA,F01,MA,,2,GARDNER ST / BABCOCK ST,42.3529,1899-12-30T16:56:00.000Z,92,METER FEE UNPAID,4D,0,1,25
POINT (-71.0806 42.3453),-71.0806,2015-02-28T00:00:00.000Z,HOND,272,ST BOTOLPH ST,9393,2015-02-28T13:29:00.000Z,PA,B10,MA,,2,91 ST BOTOLPH ST,42.3453,1899-12-30T08:29:00.000Z,92,METER FEE UNPAID,4D,91,1,25
POINT (-71.1063 42.3326),-71.1063,2015-02-24T00:00:00.000Z,DODG,349,PEQUOT ST,14780,2015-02-24T20:49:00.000Z,PA,D04,MA,,1,PEQUOT ST / WAIT ST,42.3326,1899-12-30T15:49:00.000Z,329,OVER POST LIM-ZONE B,VN,0,1,25
POINT (-71.073 42.2997),-71.073,2015-02-25T00:00:00.000Z,SUBA,248,BOWDOIN ST,2397,2015-02-25T15:38:00.000Z,PA,A07,MA,,7,16 BOWDOIN ST,42.2997,1899-12-30T10:38:00.000Z,99,OVER METER LIMIT,SW,16,1,25
POINT (-71.0617 42.3621),-71.0617,2015-02-27T00:00:00.000Z,FORD,299,NEW CHARDON ST,4093,2015-02-27T21:08:00.000Z,PA,A05,MA,4PM-6PM. NO STOPPING - RESTRICTIONS,8,25 NEW CHARDON ST,42.3621,1899-12-30T16:08:00.000Z,14,NO STOP OR STAND,PU,25,1,75
POINT (-71.0756 42.3515),-71.0756,2015-02-23T00:00:00.000Z,FORD,227,CLARENDON ST,10608,2015-02-23T16:44:00.000Z,CO,B01,MA,,2,CLARENDON ST / NEWBURY ST,42.3515,1899-12-30T11:44:00.000Z,92,METER FEE UNPAID,VN,0,1,25
POINT (-71.0762 42.3515),-71.0762,2015-02-27T00:00:00.000Z,INFI,367,NEWBURY ST,1014,2015-02-27T17:53:00.000Z,PA,B03,MA,,7,115 NEWBURY ST,42.3515,1899-12-30T12:53:00.000Z,38,LOADING ZONE,4D,115,1,55
POINT (-71.0673 42.363),-71.0673,2015-02-25T00:00:00.000Z,JEEP,114,BLOSSOM ST,6872,2015-02-25T16:23:00.000Z,PA,A06,MA,,3,50 BLOSSOM ST,42.363,1899-12-30T11:23:00.000Z,99,OVER METER LIMIT,4D,50,1,25
POINT (-71.1063 42.3326),-71.1063,2015-02-28T00:00:00.000Z,FORD,133,PEQUOT ST,14781,2015-02-28T21:42:00.000Z,,D04,CT,NO STOPPING - EMERGENCY VEHICLES ONLY,7,PEQUOT ST / WAIT ST,42.3326,1899-12-30T16:42:00.000Z,14,NO STOP OR STAND,4D,0,1,75
POINT (-71.073 42.2997),-71.073,2015-02-25T00:00:00.000Z,SUBA,248,BOWDOIN ST,2398,2015-02-25T15:39:00.000Z,PA,A07,MA,,4,16 BOWDOIN ST,42.2997,1899-12-30T10:39:00.000Z,99,OVER METER LIMIT,SW,16,1,25
POINT (-71.0762 42.3515),-71.0762,2015-02-27T00:00:00.000Z,VOLV,367,NEWBURY ST,1015,2015-02-27T21:03:00.000Z,PA,B03,MA,,8,115 NEWBURY ST,42.3515,1899-12-30T16:03:00.000Z,38,LOADING ZONE,4D,115,1,55
POINT (-71.121 42.3529),-71.121,2015-02-26T00:00:00.000Z,ACUR,217,GARDNER ST,11569,2015-02-26T21:55:00.000Z,PA,F01,MA,,1,GARDNER ST / BABCOCK ST,42.3529,1899-12-30T16:55:00.000Z,92,METER FEE UNPAID,4D,0,1,25
POINT (-71.1513 42.346),-71.1513,2015-02-27T00:00:00.000Z,FORD,278,UNION ST,9395,2015-02-28T01:20:00.000Z,PA,F04,MA,A RESIDENT THAT CALLED THE HYDRANT IN APPROACHED US AT SCEEN WHO IS A RETIRED FIRE CHIEF SAID MAN IN CAR BURIED HYDRANT WITH SNOW AND PARKED CAR IN FRONT OF HYDRANT,1,91 UNION ST,42.346,1899-12-30T20:20:00.000Z,313,HYDRANT,4D,91,1,100
POINT (-71.0756 42.3515),-71.0756,2015-02-23T00:00:00.000Z,HOND,227,CLARENDON ST,10609,2015-02-23T20:58:00.000Z,PA,B01,MA,,8,CLARENDON ST / NEWBURY ST,42.3515,1899-12-30T15:58:00.000Z,99,OVER METER LIMIT,4D,0,1,25
POINT (-71.0673 42.363),-71.0673,2015-02-27T00:00:00.000Z,JEEP,114,BLOSSOM ST,6873,2015-02-27T13:29:00.000Z,PA,A06,MA,,7,50 BLOSSOM ST,42.363,1899-12-30T08:29:00.000Z,92,METER FEE UNPAID,4D,50,1,25
POINT (-71.0617 42.3621),-71.0617,2015-02-24T00:00:00.000Z,HOND,114,NEW CHARDON ST,4094,2015-02-24T14:24:00.000Z,PA,A05,MA,NO STOPPING - RESTRICTIONS,8,25 NEW CHARDON ST,42.3621,1899-12-30T09:24:00.000Z,14,NO STOP OR STAND,4D,25,1,75
POINT (-71.073 42.2997),-71.073,2015-02-23T00:00:00.000Z,CHEV,197,BOWDOIN ST,2399,2015-02-23T21:11:00.000Z,CO,A04,MA,NO STOPPING - RESTRICTIONS,7,16 BOWDOIN ST,42.2997,1899-12-30T16:11:00.000Z,14,NO STOP OR STAND,2D,16,1,75
POINT (-71.1063 42.3326),-71.1063,2015-02-24T00:00:00.000Z,NISS,349,PEQUOT ST,14782,2015-02-24T20:49:00.000Z,PA,D04,MA,,4,PEQUOT ST / WAIT ST,42.3326,1899-12-30T15:49:00.000Z,329,OVER POST LIM-ZONE B,4D,0,1,25
POINT (-71.067 42.3385),-71.067,2015-02-25T00:00:00.000Z,TOYT,186,WAREHAM ST,9396,2015-02-25T21:33:00.000Z,CO,E07,MA,EXP: 12/14,8,91 WAREHAM ST,42.3385,1899-12-30T16:33:00.000Z,322,EXPIRED/NO PLATE,4D,91,1,40
POINT (-71.121 42.3529),-71.121,2015-02-28T00:00:00.000Z,FORD,157,GARDNER ST,11570,2015-02-28T21:41:00.000Z,,F01,OH,,4,GARDNER ST / BABCOCK ST,42.3529,1899-12-30T16:41:00.000Z,92,METER FEE UNPAID,4D,0,1,25
POINT (-71.0673 42.363),-71.0673,2015-02-25T00:00:00.000Z,HOND,105,BLOSSOM ST,6874,2015-02-25T22:47:00.000Z,PA,A06,MA,,8,50 BLOSSOM ST,42.363,1899-12-30T17:47:00.000Z,92,METER FEE UNPAID,4D,50,1,25
POINT (-71.0617 42.3621),-71.0617,2015-02-25T00:00:00.000Z,TOYT,262,NEW CHARDON ST,4095,2015-02-25T14:23:00.000Z,PA,A05,MA,NO STOPPING - RESTRICTIONS,8,25 NEW CHARDON ST,42.3621,1899-12-30T09:23:00.000Z,14,NO STOP OR STAND,4D,25,1,75
POINT (-71.1063 42.3326),-71.1063,2015-02-27T00:00:00.000Z,FORD,349,PEQUOT ST,14783,2015-02-27T17:21:00.000Z,CO,D04,MA,NO STOPPING - ANYTIME,2,PEQUOT ST / WAIT ST,42.3326,1899-12-30T12:21:00.000Z,14,NO STOP OR STAND,PU,0,1,75
POINT (-71.0756 42.3515),-71.0756,2015-02-23T00:00:00.000Z,FORD,227,CLARENDON ST,10610,2015-02-23T16:41:00.000Z,PA,B01,MA,EXP: 0614,2,CLARENDON ST / NEWBURY ST,42.3515,1899-12-30T11:41:00.000Z,322,EXPIRED/NO PLATE,4D,0,1,40
POINT (-71.0629 42.3747),-71.0629,2015-02-27T00:00:00.000Z,HYUN,117,WARREN ST,9397,2015-02-27T21:56:00.000Z,PA,CHAS,MA,,7,91 WARREN ST,42.3747,1899-12-30T16:56:00.000Z,329,OVER POST LIM-ZONE B,4D,91,1,25
POINT (-71.1002 42.3431),-71.1002,2015-02-25T00:00:00.000Z,NISS,267,PETERBOROUGH ST,1016,2015-02-25T07:56:00.000Z,,C01,NY,,8,115 PETERBOROUGH ST,42.3431,1899-12-30T02:56:00.000Z,63,RESIDENT PARK ONLY,4D,115,1,40
POINT (-71.073 42.2997),-71.073,2015-02-27T00:00:00.000Z,HYUN,248,BOWDOIN ST,2400,2015-02-27T16:34:00.000Z,PA,A07,MA,,3,16 BOWDOIN ST,42.2997,1899-12-30T11:34:00.000Z,92,METER FEE UNPAID,4D,16,1,25
POINT (-71.121 42.3529),-71.121,2015-02-25T00:00:00.000Z,SCI,361,GARDNER ST,11571,2015-02-26T02:41:00.000Z,,F02,NH,,1,GARDNER ST / BABCOCK ST,42.3529,1899-12-30T21:41:00.000Z,63,RESIDENT PARK ONLY,4D,0,1,40
POINT (-71.0673 42.363),-71.0673,2015-02-23T00:00:00.000Z,CHEV,114,BLOSSOM ST,6875,2015-02-23T18:14:00.000Z,CO,A06,MA,,7,50 BLOSSOM ST,42.363,1899-12-30T13:14:00.000Z,99,OVER METER LIMIT,VN,50,1,25
POINT (-71.0617 42.3621),-71.0617,2015-02-25T00:00:00.000Z,TOYT,262,NEW CHARDON ST,4096,2015-02-25T14:18:00.000Z,PA,A05,MA,WRONG DIRECTION,4,25 NEW CHARDON ST,42.3621,1899-12-30T09:18:00.000Z,23,OTHER,4D,25,1,15
POINT (-71.0816 42.3445),-71.0816,2015-02-28T00:00:00.000Z,VOLV,272,ST BOTOLPH ST,1017,2015-02-28T13:22:00.000Z,PA,B10,MA,EXP: 1/15,1,115 ST BOTOLPH ST,42.3445,1899-12-30T08:22:00.000Z,323,EXPIRED INSPECTION,4D,115,1,40
POINT (-71.1063 42.3326),-71.1063,2015-02-24T00:00:00.000Z,ACUR,349,PEQUOT ST,14784,2015-02-24T20:48:00.000Z,,D04,NY,,1,PEQUOT ST / WAIT ST,42.3326,1899-12-30T15:48:00.000Z,329,OVER POST LIM-ZONE B,4D,0,1,25
POINT (-71.0268 42.3348),-71.0268,2015-02-27T00:00:00.000Z,TOYT,370,E 4TH ST,9399,2015-02-27T08:31:00.000Z,PA,SB,MA,EXP: 01/14,8,911 E 4TH ST,42.3348,1899-12-30T03:31:00.000Z,323,EXPIRED INSPECTION,4D,911,1,40
POINT (-71.121 42.3529),-71.121,2015-02-25T00:00:00.000Z,TOYT,217,GARDNER ST,11572,2015-02-26T02:39:00.000Z,PA,F01,MA,,8,GARDNER ST / BABCOCK ST,42.3529,1899-12-30T21:39:00.000Z,63,RESIDENT PARK ONLY,4D,0,1,40
